SMILES,CL
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,7
CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,28
CN[C@@H](C)Cc1ccccc1,4.4
C12CC3C(C1)(CC(C3)C2)c1nc2n(c(=O)n(c(=O)c2[nH]1)CCC)CCC,5
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,11
CCCCCNC(=O)c1coc(n1)[C@H]2[C@@H](Cc3ccccc3CCC(=O)O)[C@@H]4CC[C@H]2O4,6.4
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,1.7
C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c2ccc(O)cc2,31
C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,27
COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,14
C1CC1C(C2CC2)NC3=NCCO3,7.1
C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN,8.17
NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2,130
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,22
c1cc(cc(c1)[C@@H]([C@@H](C)CN(C)C)CC)O,21.33
C1[N@@]2CC=C[C@@]3([C@@H]([C@@]([C@@H]4N(C)c5cc(OC)c(cc5[C@@]4(C1)[C@@H]23)[C@@]1(c2c(CC[N@@]3C[C@@](C[C@@H](C1)C3)(O)CC)c1ccccc1[nH]2)C(OC)=O)(O)C(=O)N[C@@H](C(C)C)P(OCC)(=O)OCC)O)CC.S(=O)(=O)(O)O,3.5
NC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)N4CCCCC4,7.8
CC(C)c1cccc(C(C)C)c1O,36
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc6c(cc5c4CN7CCN(CC7)C)OCCO6)O,25.07
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,3.4
C[C@H](CCc1ccccc1)NC[C@H](O)c2ccc(O)c(c2)C(=O)N,29
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,23
O[C@@H]1[C@@H](C[C@](O)(C[C@H]1OC(=O)\C=C\c2ccc(O)c(O)c2)C(=O)O)OC(=O)\C=C\c3ccc(O)c(O)c3,75.81
"C1CN(CCN1CCCCc1c[nH]c2c1cc(cc2)C#N)c1cc2c(cc1)oc(c2)C(=O)N	",3.76
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.83
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,19
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c4ccccc4,20
COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,81
C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)c5ccco5)C)O)F)C)F,13.4
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)N)C1,2.2
CN(C)C(=O)c1c(c2cc(ccc2[nH]1)Cl)Cc3cc4c(cc(c(c4o3)OC)OC)Cc5cnc(nc5N)N,7.49
CCCCCCC(C)(C)c1cc(c2c(c1)OC([C@@H]3[C@@H]2CC(=CC3)CO)(C)C)O,21.38
[H]OC[C@@H](C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C)c1ccccc1,31.4
CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,1.1
c1(cc(nc(n1)Sc1ccc(cc1)NC(=O)C1CC1)N1CCN(CC1)C)Nc1n[nH]c(c1)C,18.4
c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O,13.9
N1CCC(CC1)C(=O)Nc1sc(cn1)SCc1oc(cn1)C(C)(C)C,13
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=Cc5c(cno5)C[C@]34C,15.71
CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12,18
CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C,8.4
[H]O[C@](Cn1cncn1)(c1cc(ccc1F)F)[C@@H](C)c1nc(cs1)c1ccc(C#N)cc1,0.85
O1[C@H](CC[C@@H](N(C)C)[C@@H]1C)O[C@@H]1[C@@H](C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(O[C@H](C)CC=CC=C1)=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@H]([C@@H]([C@@](C1)(O)C)O)C)C)CC=O)C,12.8
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C,15
[H]O[C@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(cc1)F,4.05
Cc1ccccc1c2cc(ncc2N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,2.83
CC[C@H](C)CCC(=O)N[C@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@H]([C@@H](C)CC)C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC2=O)[C@@H](C)CC)C(C)C)Cc3ccccc3)C(C)C)C,3.85
c12[C@@]3([C@H]([C@@H](CCCCC3)Cc1ccc(c2)O)N)C,27.5
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,4.5
CN1CCOC(c2ccccc2)c3ccccc3C1,12
ON(CC1)C(C2=C1C(C=C3)=C(C=N2)N3CC4=C(OC)C=C(F)C=C4)=O,24
CCOC(=O)C1(CCN(CC1)CCC(c2ccccc2)O)c3ccccc3,22
c12c(CC[C@@H](C1)[N@@](CCc1cccs1)CCC)c(ccc2)O,37
c1cc(ccc1C(=O)Oc2ccc3cc(ccc3c2)C(=N)N)NC(=N)N,81.96
C[C@@H](c1cccnc1F)c1c2ccccc2sc1CCN(C)C,10.4
OC[C@@H](O)[C@@H](O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](C)C(=O)NCCOP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(N)=O)[C@H](C=O)NC(C)=O,48.7
CC(N)COc1c(C)cccc1C,8.3
N(C(=O)NN1CCOCC1)c1c2C(=O)c3c([nH]nc3c3ccc(cc3)CN3CCN(CC3)CCOC)c2ccc1,11.5
CN1CC(c2ccccc2)c3cccc(N)c3C1,22
COC(c1cnc2C(=C3CCN(CC3)CCc3ccc(cc3)OCc3ccc4ccccc4n3)c3ccccc3CCn12)=O,14.14
CC(C)NCC(c1cc(cc(c1)O)O)O,14.07
c1(ccccc1)C[C@H](C)N,9.7
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,2.1
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,4.9
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C,25
COc1cc2CCN(Cc2cc1OC)c3cc(N)c4cc(OC)c(OC)cc4n3,14
O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,2.6
OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O,1.5
CCc1cc2c(cc1N3CCC(CC3)N4CCOCC4)C(c5c(c6ccc(cc6[nH]5)C#N)C2=O)(C)C,7.69
n1cc(cc2ccccc12)C(=O)Nc1c(cc(c(c1)OC)OC)C(=O)Nc1ccc(cc1)CC[N@@]1Cc2cc(c(cc2CC1)OC)OC,2.8
CN(C)CCOC(c1ccccc1)c2ccccc2,9.8
c1c(sc(N(Cc2cc3c(cc2)[nH]c(nc3=O)C)C)c1)C(=O)N[C@@H](CCC(O)=O)C(=O)O,0.9
NC12CC3CC(CC(C3)C1)C2,4.8
Cc1ncsc1CCCl,33
CN(C)CCCN1c2ccccc2CCc3cc(O)ccc13,9.2
CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,16
CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(=C)C)c(O)c1,13.55
Cc1ccc(cc1)C(=O)N(CCCN)C(c2nc3c(c(ns3)C)c(=O)n2Cc4ccccc4)C(C)C,5.83
CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccc(OC)cc34,12
C(\c1ccc(Br)cc1)(c1cccnc1)=C\CN(C)C,13.8
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)C)C3=O)C5(C)C)C,8.6
C1CCN(CC1)C2(CCCCC2)c3ccccc3,5.1
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(=O)C)[C@@H](C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@@H]1O)C(C)C,8.05
c12c(C[C@H](CC2)NCCC)sc(n1)N,7.2
C1C[C@H](CC[C@@]21c1cc(OCC)ccc1N(S(=O)(c1c(cc(C(NC(C)(C)C)=O)cc1)OC)=O)C2=O)OCCN1CCOCC1,12.3
CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c2ccccc2,5.7
c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,9.48
Cc1cc2c(c(c1OC)O)[C@@H]3[C@@H]4[C@H]5c6c(c7c(c(c6OC(=O)C)C)OCO7)[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)c9c(c1cc(ccc1[nH]9)OC)CCN8,2.76
c12c3C(N(CCN(C)C)C(c1cccc2cc(c3)N)=O)=O,19.32
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,5.1
c1(c(c2ccc(O)cc2)sc2c1ccc(c2)O)C(c1ccc(OCCN2CCCCC2)cc1)=O,10.8
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,57
s1c(C(OC)=O)c(NC([C@@H](C)NCCC)=O)c(c1)C,126.7
Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3,14
C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(c3ccccc3)OCCN(C)C,4.88
N1C(Cc2c1cccc2CCN(CCC)CCC)=O,30
CC(CCc1ccc2OCOc2c1)NCC(O)c3ccc(O)c(c3)C(=O)N,16
CN(C)CCCN1c2ccccc2Sc3ccccc13,14
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O,15
O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5,2.1
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,5.4
COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc(c2)N(=O)=O)C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C,9.3
CN(C)CCC=C1c2ccccc2CCc3ccccc13,6.1
COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl,4.55
n1([C@H]2[C@@H]([C@@H](O)[C@@H]([C@H](O2)CO)OC)O)c2c3c(c4C(=O)N(C(c4c2c2c1c(Cl)ccc2)=O)CCN(CC)CC)c1cccc(c1[nH]3)Cl,3.13
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,3.2
CCN1C[C@H]2CN(C)C[C@@H](C1)C2OC(=O)c3ccc(Cl)cc3,17
c1(c(c(c(Cl)c(n1)OC)OC)Cl)C(Cl)(Cl)Cl,29.9
c12c3c([C@@]4(O[C@@H](O3)[C@@H](O)[C@@H]([C@@H]4O)N(C)C)C)cc(c1C(c1c(c3[C@@H](C[C@@](Cc3cc1C2=O)(C)O)OC)O)=O)O,11.61
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C,2.4
CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2,15
Cc1c(nc(n1c2ccc(cc2)F)C)C#Cc3ccnc(c3)Cl,2.8
c1([C@H]2[C@H](C(N(CCN(C)C)c3c(cc(cc3)Cl)S2)=O)OC(C)=O)ccc(OC)cc1,13.7
c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(=O)nc([nH]3)N,52
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c3c[nH]c4ccccc34,26
CNC(=O)C(N1CCC2=C(C=C(OC)C(OC)=C2)[C@@H]1CCC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,10.2
C=CC(=O)N1CCCC(C1)[n@]2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,16.4
C1(C=C[C@@]2(C3=CC[C@@]4([C@H]([C@@H](C[C@@H]4[C@@H]3CCC2=C1)C)C(CN1CCN(CC1)c1nc(nc(c1)N1CCCC1)N1CCCC1)=O)C)C)=O,7
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,19
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,16
COc1ccc(Cl)cc1[C@]2(F)C(=O)Nc3cc(ccc23)C(F)(F)F,15
N(c1ccccc1)(C[C@@H](N1CCCC1)COCC(C)C)Cc1ccccc1,8.7
N1(CCN(CC1)C1CCCCCC1)C(=O)O[C@H]1C=C[C@@H]([C@H](OC(=O)C[C@@H](CC[C@@]1(C)O)O)C(=C\C=C\[C@](C[C@H]1O[C@@H]1[C@@H]([C@H](CC)O)C)(C)O)\C)C,47.9
c1nccc2C(c3c(C(c12)=O)c(ccc3NCCN)NCCN)=O,17.7
COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5,6.42
CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,11
CN(C)CCCNc1ncc(C)c2[nH]c3ccc4cc(O)ccc4c3c12,18
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C,10
CSCO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)C)C(=O)[C@]13C)C5(C)C)C,6.4
O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,14
Nc1c2CCCCc2nc3ccccc13,56
c12c3cccc1cc(cc2C(=O)N(C3=O)CCN(C)C)[N+](=O)[O-],34.6
c12[C@@]34[C@H]([C@@H](Cc1ccc(c2)O)[N@](C)CC3)CCCC4,15.7
CN1C2CCC1CC(=C3c4ccccc4CSc5c3cccc5)C2,4.98
c1(ccc(cc1)CSc1nc(=O)c2c(n1CC(=O)N(CCN(CC)CC)Cc1ccc(cc1)c1ccc(cc1)C(F)(F)F)CCC2)F,4.11
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,12
OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,12
Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1,41
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,4.3
CN(C)CC\C=C\1/c2ccccc2COc3ccccc13,14
C(CCNCCN1C(=O)c2c(ccc3ccccc23)C1=O)NCCN1C(=O)c2c(ccc3ccccc23)C1=O,5.7
NC(C1=C(C=C(N(C2=C3)C=NC2=CC=C3CN4CCN(C)CC4)S1)O[C@H](C)C5=CC=CC=C5C(F)(F)F)=O,20
CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,26
CN(C)CCCN1c2ccccc2CCc3ccccc13,13
NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4C(=O)c1c23,18
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,9.9
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,7.9
CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,15
[H]C#CCCCC(c1cc(c(c(c1)C(C)(C)C)O[H])C(C)(C)C)=O,8.9
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,3.8
FC(F)(F)c1cccc(c1)/C=C/C(=O)NC[C@H]2c7c(C[C@@H]5N2[C@@H](O)[C@@H]4Cc3cc(C)c(OC)c(O)c3[C@H]5N4C)c(OC(C)=O)c(C)c6OCOc67,12
CN1CCN(CCCCN2C(=O)CN(\N=C\c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,2.4
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,8.2
Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,63
CN(C)CC\C=C/1\c2ccccc2Sc3ccc(Cl)cc13,11.5
N12[C@@H](c3c(cccc3)Cc3c1cccc3)C[N@@](C)CC2,21.9
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]5(C2(C)C)[C@H]([C@@H]1OC(=O)[C@@H]([C@H](CC(C)C)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,8.12
CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,0.8
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,46
CC(CN1c2ccccc2Sc3ccccc13)N(C)C,14
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,5.2
[C@H]12C[C@H](OC(=O)C[C@@H](C(C(=O)[C@H]([C@H]([C@H](CCC[C@]1(O2)C)C)O)C)(C)C)O)C(=C\c1nc(sc1)C)\C,2.17
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,1070
CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,9
CNCCCN1c2ccccc2CCc3ccccc13,11
CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,19.9
c1(c2c(nc(N3CCN(C)CC3)nc2)N)c(c(cc(c1)Cl)Cl)Cl,20.9
c1cc2n(c(c3ccc(cc3)O)c(c2cc1O)C)Cc1ccc(OCCN2CCCCCC2)cc1,6.7
c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O,2.8
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=N)OC)O)(C(=O)CO)O)N)O,15
O=C(N1)COC2=C1C=C(O)C=C2[C@@H](O)CNC(C)(CC3=CC=C(OC)C=C3)C,12.45
CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,1.9
CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,16
c1cccc2c1C(c1c2cccc1)(CCCCN1CCC(CC1)NC(c1c(cccc1)c1ccc(cc1)C(F)(F)F)=O)C(NCC(F)(F)F)=O,8.7
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,14.5
c12c3c(OC(c1ccc(c2)C)(C)C)cc(CCCCC)cc3O,17.85
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,7
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,7.8
O=C1[C@@]23[C@@H]([C@@]4(OC(=O)C)[C@@H](C[C@@H]2C3)OC4)[C@H](OC(=O)c2ccccc2)[C@]2(C(C(=C(C)[C@H](C2)OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)c2ccccc2)O)C1OC(=O)C)(C)C)O,10.8
c1(ccc(cc1)CCCCCCCC)CCC(CO)(N)CO,1.53
CCN(CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl,217
c1cccc2cccc(c12)[C@H](NCCCc1cc(C(F)(F)F)ccc1)C,18.3
Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,18
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,27
c1ccc2c(C3(CCC2c2ccccc32)C[C@H](CNC)O)c1,14.6
CC(C(c1ccc(cc1)O)O)N2CCC(CC2)Cc3ccccc3,64.57
[C@@H](O)(c1ccc(c2c1ccc(=O)[nH]2)O)CNC1Cc2c(C1)cc(c(c2)CC)CC,4.48
CS(=O)(=O)Nc1cc2c(c(oc2cc1)CCCC)C(=O)c1ccc(cc1)OCCCN(CCCC)CCCC,33.33
c12c(C(=N)N)cccc1\C(=N\NC(=N)N)CC2,3.2
c1c(c2c(cc1)C(=O)c1c(c(O)c3c(c1O)[C@@H](O)[C@@](O)(CC)C[C@@H]3O[C@@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N1CCOCC1)C2=O)O,42.8
c1c(cc2[nH]c(n3C[C@@H]([N@@](Cc1c23)C\C=C(\C)C)C)=S)Cl,10.41
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,15
CNCCC=C1c2ccccc2CCc3ccccc13,10
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,16
C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CCNCC4,9.75
COc1cccc(OCCCN)c1c2cc(Nc3cnc(cn3)C#N)n[nH]2,34
c12c(cccc1)Oc1ccc(cc1[C@@H]1[C@@H]2CN(C1)C)Cl,12.4
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,12
CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC,20
c1(\C(CCCCOC)=N\OCCN)ccc(C(F)(F)F)cc1,31.95
c1(n(c2c(C(=O)c3ccccc3C2=O)[n+]1Cc1cnccn1)CCOC)C,11.3
O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3,13.6
c12c(ccc(c2)OC)nccc1CCC[C@@H]1[C@@H](CNCC1)C=C,26
COc1cc2c(CCN[C@]23CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@@H](COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O,12
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,3.1
N[C@@H](C)[C@H](O)CCCCCCCCCCCCCCC,57.6
c12c(N(C(=O)[C@H](N1C1CCCC1)CC)C)cnc(n2)Nc1c(cc(C(=O)NC2CCN(CC2)C)cc1)OC,17.1
O(C(=O)C(c1sccc1)(O)c1cccs1)C1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C,12.6
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,47.57
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,10
CC1=CC=C(SC2=C(C=CC=C2)N2CCNCC2)C(C)=C1,5.8
C(N1CCN(c2nc(nc(n2)NCC=C)NCC=C)CC1)(c1ccc(F)cc1)c1ccc(F)cc1,0.97
C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C,24
N[C@@H]1[C@@H]([C@@H](O[C@H](O[C@@H]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](C2)(O)C(CO)=O)C1)C)O[C@@H]1CCCCO1,57.7
O=C1N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@@H](CC3)OCCOCC)C)CC(=O)[C@H](C)/C=C(\C)/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@H](C[C@H]3O[C@](C1=O)(O)[C@H](C)CC3)OC)\C)C)C)CCCC2,12.2
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,20
CNCCCC12CCC(c3ccccc13)c4ccccc24,14
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,5.1
